Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
LPPEJC10-P12-B13-R6-L10,#103,,12
LPPEJC10-P12-B13-R6-L10,#104,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#104,,10
LPPEJC10-P12-B13-R6-L10,#105,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#105,,13
LPPEJC10-P12-B13-R6-L10,#106,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#106,,2
LPPEJC10-P12-B13-R6-L10,#107,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#108,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#108,,1
LPPEJC10-P12-B13-R6-L10,#109,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#109,,30
LPPEJC10-P12-B13-R6-L10,#110,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#110,,6
LPPEJC10-P12-B13-R6-L10,#111,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#112,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#112,,27.6923
LPPEJC10-P12-B13-R6-L10,#113,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#113,,0.15
LPPEJC10-P12-B13-R6-L10,#114,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#114,,0.13
LPPEJC10-P12-B13-R6-L10,#115,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#115,,0.17
LPPEJC10-P12-B13-R6-L10,#116,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#116,,1.7
LPPEJC10-P12-B13-R6-L10,#117,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#118,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#119,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#120,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#121,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#121,,1.6
LPPEJC10-P12-B13-R6-L10,#122,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#122,,10.3923
LPPEJC10-P12-B13-R6-L10,#123,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#123,,3.0000
LPPEJC10-P12-B13-R6-L10,#124,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#124,,4.3923
LPPEJC10-P12-B13-R6-L10,#125,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#125,,0.3
LPPEJC10-P12-B13-R6-L10,#126,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#127,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#128,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#128,,100
LPPEJC10-P12-B13-R6-L10,#129,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#129,,200
LPPEJC10-P12-B13-R6-L10,#130,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#130,,300
LPPEJC10-P12-B13-R6-L10,#131,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#131,,402
LPPEJC10-P12-B13-R6-L10,#132,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#132,,500
LPPEJC10-P12-B13-R6-L10,#133,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#133,,600
LPPEJC10-P12-B13-R6-L10,#134,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#134,,700
LPPEJC10-P12-B13-R6-L10,#135,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#135,,800
LPPEJC10-P12-B13-R6-L10,#136,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#136,,902
LPPEJC10-P12-B13-R6-L10,#137,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#137,,1
LPPEJC10-P12-B13-R6-L10,#138,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#138,,1100
LPPEJC10-P12-B13-R6-L10,#139,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#140,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#141,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#142,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#142,,200
LPPEJC10-P12-B13-R6-L10,#143,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#143,,5000
LPPEJC10-P12-B13-R6-L10,#144,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#144,,0.08
LPPEJC10-P12-B13-R6-L10,#145,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#146,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#146,,5000
LPPEJC10-P12-B13-R6-L10,#147,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#147,,0.08
LPPEJC10-P12-B13-R6-L10,#148,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#149,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#150,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#151,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#152,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#153,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#154,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#155,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#156,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#157,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#158,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#159,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#160,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#160,,200
LPPEJC10-P12-B13-R6-L10,#161,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#161,,6000
LPPEJC10-P12-B13-R6-L10,#162,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#162,,0.1
LPPEJC10-P12-B13-R6-L10,#163,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#164,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#164,,80
LPPEJC10-P12-B13-R6-L10,#165,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#165,,3000
LPPEJC10-P12-B13-R6-L10,#166,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#166,,0.1
LPPEJC10-P12-B13-R6-L10,#167,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#168,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#169,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#170,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#171,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#172,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#172,,200
LPPEJC10-P12-B13-R6-L10,#173,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#173,,4000
LPPEJC10-P12-B13-R6-L10,#174,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#174,,0.12
LPPEJC10-P12-B13-R6-L10,#175,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#176,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#177,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#178,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#179,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#180,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#180,,120
LPPEJC10-P12-B13-R6-L10,#181,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#181,,3000
LPPEJC10-P12-B13-R6-L10,#182,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#182,,0.08
LPPEJC10-P12-B13-R6-L10,#183,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#184,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#184,,120
LPPEJC10-P12-B13-R6-L10,#185,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#185,,2500
LPPEJC10-P12-B13-R6-L10,#186,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#186,,0.1
LPPEJC10-P12-B13-R6-L10,#187,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#188,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#188,,4000
LPPEJC10-P12-B13-R6-L10,#189,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#189,,0.05
LPPEJC10-P12-B13-R6-L10,#190,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#191,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#191,,160
LPPEJC10-P12-B13-R6-L10,#192,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#192,,4000
LPPEJC10-P12-B13-R6-L10,#193,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#193,,0.08
LPPEJC10-P12-B13-R6-L10,#194,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#194,,1
LPPEJC10-P12-B13-R6-L10,#195,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#196,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#196,,160
LPPEJC10-P12-B13-R6-L10,#197,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#197,,4000
LPPEJC10-P12-B13-R6-L10,#198,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#198,,0.05
LPPEJC10-P12-B13-R6-L10,#199,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#199,,0.1
LPPEJC10-P12-B13-R6-L10,#500,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#501,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#501,,3253
LPPEJC10-P12-B13-R6-L10,#502,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#502,,8
LPPEJC10-P12-B13-R6-L10,#503,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#504,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#505,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#506,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#507,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#508,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#509,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#510,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#511,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#512,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#513,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#513,,3253
LPPEJC10-P12-B13-R6-L10,#514,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#515,,<-- is not numeric
LPSQAM6-L14.0,#100,,<-- is not numeric
LPSQAM6-L14.0,#100,,9
LPSQAM6-L14.0,#101,,<-- is not numeric
LPSQAM6-L14.0,#101,,1
LPSQAM6-L14.0,#102,,<-- is not numeric
LPSQAM6-L14.0,#102,,6
LPSQAM6-L14.0,#103,,<-- is not numeric
LPSQAM6-L14.0,#104,,<-- is not numeric
LPSQAM6-L14.0,#104,,14.0
LPSQAM6-L14.0,#105,,<-- is not numeric
LPSQAM6-L14.0,#106,,<-- is not numeric
LPSQAM6-L14.0,#106,,1
LPSQAM6-L14.0,#107,,<-- is not numeric
LPSQAM6-L14.0,#108,,<-- is not numeric
LPSQAM6-L14.0,#109,,<-- is not numeric
LPSQAM6-L14.0,#109,,15
LPSQAM6-L14.0,#110,,<-- is not numeric
LPSQAM6-L14.0,#110,,3
LPSQAM6-L14.0,#111,,<-- is not numeric
LPSQAM6-L14.0,#112,,<-- is not numeric
LPSQAM6-L14.0,#112,,17.15
LPSQAM6-L14.0,#113,,<-- is not numeric
LPSQAM6-L14.0,#113,,0.15
LPSQAM6-L14.0,#114,,<-- is not numeric
LPSQAM6-L14.0,#114,,0.15
LPSQAM6-L14.0,#115,,<-- is not numeric
LPSQAM6-L14.0,#116,,<-- is not numeric
LPSQAM6-L14.0,#116,,1.7
LPSQAM6-L14.0,#117,,<-- is not numeric
LPSQAM6-L14.0,#118,,<-- is not numeric
LPSQAM6-L14.0,#119,,<-- is not numeric
LPSQAM6-L14.0,#120,,<-- is not numeric
LPSQAM6-L14.0,#121,,<-- is not numeric
LPSQAM6-L14.0,#121,,1.6
LPSQAM6-L14.0,#122,,<-- is not numeric
LPSQAM6-L14.0,#122,,6
LPSQAM6-L14.0,#123,,<-- is not numeric
LPSQAM6-L14.0,#123,,3
LPSQAM6-L14.0,#124,,<-- is not numeric
LPSQAM6-L14.0,#124,,3
LPSQAM6-L14.0,#125,,<-- is not numeric
LPSQAM6-L14.0,#126,,<-- is not numeric
LPSQAM6-L14.0,#127,,<-- is not numeric
LPSQAM6-L14.0,#128,,<-- is not numeric
LPSQAM6-L14.0,#128,,100
LPSQAM6-L14.0,#129,,<-- is not numeric
LPSQAM6-L14.0,#129,,200
LPSQAM6-L14.0,#130,,<-- is not numeric
LPSQAM6-L14.0,#130,,305
LPSQAM6-L14.0,#131,,<-- is not numeric
LPSQAM6-L14.0,#131,,1
LPSQAM6-L14.0,#132,,<-- is not numeric
LPSQAM6-L14.0,#132,,1
LPSQAM6-L14.0,#133,,<-- is not numeric
LPSQAM6-L14.0,#133,,604
LPSQAM6-L14.0,#134,,<-- is not numeric
LPSQAM6-L14.0,#134,,701
LPSQAM6-L14.0,#135,,<-- is not numeric
LPSQAM6-L14.0,#135,,800
LPSQAM6-L14.0,#136,,<-- is not numeric
LPSQAM6-L14.0,#136,,908
LPSQAM6-L14.0,#137,,<-- is not numeric
LPSQAM6-L14.0,#137,,1
LPSQAM6-L14.0,#138,,<-- is not numeric
LPSQAM6-L14.0,#138,,1100
LPSQAM6-L14.0,#139,,<-- is not numeric
LPSQAM6-L14.0,#140,,<-- is not numeric
LPSQAM6-L14.0,#141,,<-- is not numeric
LPSQAM6-L14.0,#142,,<-- is not numeric
LPSQAM6-L14.0,#142,,200
LPSQAM6-L14.0,#143,,<-- is not numeric
LPSQAM6-L14.0,#143,,5000
LPSQAM6-L14.0,#144,,<-- is not numeric
LPSQAM6-L14.0,#144,,0.08
LPSQAM6-L14.0,#145,,<-- is not numeric
LPSQAM6-L14.0,#146,,<-- is not numeric
LPSQAM6-L14.0,#146,,5000
LPSQAM6-L14.0,#147,,<-- is not numeric
LPSQAM6-L14.0,#147,,0.08
LPSQAM6-L14.0,#148,,<-- is not numeric
LPSQAM6-L14.0,#149,,<-- is not numeric
LPSQAM6-L14.0,#150,,<-- is not numeric
LPSQAM6-L14.0,#151,,<-- is not numeric
LPSQAM6-L14.0,#152,,<-- is not numeric
LPSQAM6-L14.0,#153,,<-- is not numeric
LPSQAM6-L14.0,#154,,<-- is not numeric
LPSQAM6-L14.0,#155,,<-- is not numeric
LPSQAM6-L14.0,#156,,<-- is not numeric
LPSQAM6-L14.0,#157,,<-- is not numeric
LPSQAM6-L14.0,#158,,<-- is not numeric
LPSQAM6-L14.0,#159,,<-- is not numeric
LPSQAM6-L14.0,#160,,<-- is not numeric
LPSQAM6-L14.0,#160,,200
LPSQAM6-L14.0,#161,,<-- is not numeric
LPSQAM6-L14.0,#161,,6000
LPSQAM6-L14.0,#162,,<-- is not numeric
LPSQAM6-L14.0,#162,,0.1
LPSQAM6-L14.0,#163,,<-- is not numeric
LPSQAM6-L14.0,#164,,<-- is not numeric
LPSQAM6-L14.0,#165,,<-- is not numeric
LPSQAM6-L14.0,#166,,<-- is not numeric
LPSQAM6-L14.0,#167,,<-- is not numeric
LPSQAM6-L14.0,#168,,<-- is not numeric
LPSQAM6-L14.0,#169,,<-- is not numeric
LPSQAM6-L14.0,#170,,<-- is not numeric
LPSQAM6-L14.0,#171,,<-- is not numeric
LPSQAM6-L14.0,#172,,<-- is not numeric
LPSQAM6-L14.0,#173,,<-- is not numeric
LPSQAM6-L14.0,#174,,<-- is not numeric
LPSQAM6-L14.0,#175,,<-- is not numeric
LPSQAM6-L14.0,#176,,<-- is not numeric
LPSQAM6-L14.0,#177,,<-- is not numeric
LPSQAM6-L14.0,#178,,<-- is not numeric
LPSQAM6-L14.0,#179,,<-- is not numeric
LPSQAM6-L14.0,#180,,<-- is not numeric
LPSQAM6-L14.0,#180,,120
LPSQAM6-L14.0,#181,,<-- is not numeric
LPSQAM6-L14.0,#181,,3000
LPSQAM6-L14.0,#182,,<-- is not numeric
LPSQAM6-L14.0,#182,,0.08
LPSQAM6-L14.0,#183,,<-- is not numeric
LPSQAM6-L14.0,#184,,<-- is not numeric
LPSQAM6-L14.0,#184,,120
LPSQAM6-L14.0,#185,,<-- is not numeric
LPSQAM6-L14.0,#185,,2500
LPSQAM6-L14.0,#186,,<-- is not numeric
LPSQAM6-L14.0,#186,,0.1
LPSQAM6-L14.0,#187,,<-- is not numeric
LPSQAM6-L14.0,#188,,<-- is not numeric
LPSQAM6-L14.0,#188,,4000
LPSQAM6-L14.0,#189,,<-- is not numeric
LPSQAM6-L14.0,#189,,0.05
LPSQAM6-L14.0,#190,,<-- is not numeric
LPSQAM6-L14.0,#191,,<-- is not numeric
LPSQAM6-L14.0,#191,,160
LPSQAM6-L14.0,#192,,<-- is not numeric
LPSQAM6-L14.0,#192,,4000
LPSQAM6-L14.0,#193,,<-- is not numeric
LPSQAM6-L14.0,#193,,0.08
LPSQAM6-L14.0,#194,,<-- is not numeric
LPSQAM6-L14.0,#194,,1
LPSQAM6-L14.0,#195,,<-- is not numeric
LPSQAM6-L14.0,#196,,<-- is not numeric
LPSQAM6-L14.0,#196,,160
LPSQAM6-L14.0,#197,,<-- is not numeric
LPSQAM6-L14.0,#197,,4000
LPSQAM6-L14.0,#198,,<-- is not numeric
LPSQAM6-L14.0,#198,,0.05
LPSQAM6-L14.0,#199,,<-- is not numeric
LPSQAM6-L14.0,#199,,0.1
LPSQAM6-L14.0,#500,,<-- is not numeric
LPSQAM6-L14.0,#501,,<-- is not numeric
LPSQAM6-L14.0,#501,,3253
LPSQAM6-L14.0,#502,,<-- is not numeric
LPSQAM6-L14.0,#502,,8
LPSQAM6-L14.0,#503,,<-- is not numeric
LPSQAM6-L14.0,#504,,<-- is not numeric
LPSQAM6-L14.0,#505,,<-- is not numeric
LPSQAM6-L14.0,#506,,<-- is not numeric
LPSQAM6-L14.0,#507,,<-- is not numeric
LPSQAM6-L14.0,#508,,<-- is not numeric
LPSQAM6-L14.0,#509,,<-- is not numeric
LPSQAM6-L14.0,#510,,<-- is not numeric
LPSQAM6-L14.0,#511,,<-- is not numeric
LPSQAM6-L14.0,#512,,<-- is not numeric
LPSQAM6-L14.0,#513,,<-- is not numeric
LPSQAM6-L14.0,#513,,3253
LPSQAM6-L14.0,#514,,<-- is not numeric
LPSQAM6-L14.0,#515,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#100,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#100,,9
LPSTAM6-L14.0-E2.5-A30,#101,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#101,,1
LPSTAM6-L14.0-E2.5-A30,#102,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#102,,6
LPSTAM6-L14.0-E2.5-A30,#103,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#104,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#104,,14.0
LPSTAM6-L14.0-E2.5-A30,#105,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#106,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#106,,1
LPSTAM6-L14.0-E2.5-A30,#107,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#108,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#109,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#109,,30
LPSTAM6-L14.0-E2.5-A30,#110,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#111,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#112,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#112,,16.65
LPSTAM6-L14.0-E2.5-A30,#113,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#113,,0.15
LPSTAM6-L14.0-E2.5-A30,#114,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#114,,0.15
LPSTAM6-L14.0-E2.5-A30,#115,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#116,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#116,,1.7
LPSTAM6-L14.0-E2.5-A30,#117,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#118,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#119,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#120,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#121,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#121,,1.6
LPSTAM6-L14.0-E2.5-A30,#122,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#122,,3.1132
LPSTAM6-L14.0-E2.5-A30,#123,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#124,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#124,,2.5
LPSTAM6-L14.0-E2.5-A30,#125,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#126,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#127,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#128,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#128,,100
LPSTAM6-L14.0-E2.5-A30,#129,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#129,,200
LPSTAM6-L14.0-E2.5-A30,#130,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#130,,305
LPSTAM6-L14.0-E2.5-A30,#131,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#131,,1
LPSTAM6-L14.0-E2.5-A30,#132,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#132,,1
LPSTAM6-L14.0-E2.5-A30,#133,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#133,,604
LPSTAM6-L14.0-E2.5-A30,#134,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#134,,701
LPSTAM6-L14.0-E2.5-A30,#135,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#135,,800
LPSTAM6-L14.0-E2.5-A30,#136,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#136,,906
LPSTAM6-L14.0-E2.5-A30,#137,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#137,,1
LPSTAM6-L14.0-E2.5-A30,#138,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#138,,1100
LPSTAM6-L14.0-E2.5-A30,#139,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#140,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#141,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#142,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#142,,200
LPSTAM6-L14.0-E2.5-A30,#143,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#143,,5000
LPSTAM6-L14.0-E2.5-A30,#144,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#144,,0.08
LPSTAM6-L14.0-E2.5-A30,#145,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#146,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#146,,5000
LPSTAM6-L14.0-E2.5-A30,#147,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#147,,0.08
LPSTAM6-L14.0-E2.5-A30,#148,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#149,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#150,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#151,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#152,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#153,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#154,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#155,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#156,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#157,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#158,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#159,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#160,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#160,,200
LPSTAM6-L14.0-E2.5-A30,#161,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#161,,6000
LPSTAM6-L14.0-E2.5-A30,#162,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#162,,0.1
LPSTAM6-L14.0-E2.5-A30,#163,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#164,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#165,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#166,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#167,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#168,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#169,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#170,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#171,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#172,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#173,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#174,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#175,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#176,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#177,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#178,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#179,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#180,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#180,,120
LPSTAM6-L14.0-E2.5-A30,#181,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#181,,3000
LPSTAM6-L14.0-E2.5-A30,#182,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#182,,0.08
LPSTAM6-L14.0-E2.5-A30,#183,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#184,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#184,,120
LPSTAM6-L14.0-E2.5-A30,#185,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#185,,2500
LPSTAM6-L14.0-E2.5-A30,#186,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#186,,0.1
LPSTAM6-L14.0-E2.5-A30,#187,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#188,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#188,,4000
LPSTAM6-L14.0-E2.5-A30,#189,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#189,,0.05
LPSTAM6-L14.0-E2.5-A30,#190,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#191,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#191,,160
LPSTAM6-L14.0-E2.5-A30,#192,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#192,,4000
LPSTAM6-L14.0-E2.5-A30,#193,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#193,,0.08
LPSTAM6-L14.0-E2.5-A30,#194,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#194,,1
LPSTAM6-L14.0-E2.5-A30,#195,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#196,,<-- is not numeric
LPSTAM6-L14.0-E2.5-A30,#196,,160
